Date	species	dorm_t	seed_dorm_time	germ_index	shoot_dm	seedl_dm	estab_dm	senc_dm	dead_dm	litter_dm	green_dm	dry_dm	leaf_dm	stem_dm	avail_dm	root_dm	seed_dm	rlv[1]	rlv[2]	rlv[3]	rlv[4]	rlv[5]	rlv[6]
1990-08-22	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-23	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-24	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-25	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-26	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-27	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-28	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-29	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-30	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-08-31	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-01	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-02	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-03	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-04	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-05	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-06	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-07	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-08	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-09	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-10	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-11	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-12	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-13	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-14	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-15	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-16	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-17	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-18	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-19	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-20	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-21	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-22	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-23	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-24	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-25	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-26	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-27	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-28	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-29	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-09-30	Perennial Ryegrass	7.6	-1	0	0.0	0.0	0.0	0.0	0.00	0.00	0.00	0	0.00	0.00	0.00	0.00	0.0	0.000	0.000	0.000	0.000	0.000	0.000
1990-10-01	Perennial Ryegrass	7.6	-1	0	73.5	0.0	73.5	0.0	0.00	0.00	73.51	0	54.82	18.69	0.00	29.34	0.0	0.004	0.000	0.000	0.000	0.000	0.000
1990-10-02	Perennial Ryegrass	7.6	-1	0	77.4	0.0	77.4	0.0	0.00	0.00	77.35	0	57.67	19.68	0.00	30.81	0.0	0.004	0.000	0.000	0.000	0.000	0.000
1990-10-03	Perennial Ryegrass	7.6	-1	0	81.5	0.0	80.8	0.0	0.69	0.00	80.83	1	60.74	20.78	0.69	32.42	0.0	0.005	0.000	0.000	0.000	0.000	0.000
1990-10-04	Perennial Ryegrass	7.6	-1	0	86.1	0.0	85.4	0.0	0.69	0.00	85.37	1	64.10	21.96	0.69	34.09	0.0	0.005	0.000	0.000	0.000	0.000	0.000
1990-10-05	Perennial Ryegrass	7.6	-1	0	91.2	0.0	90.5	0.0	0.66	0.03	90.47	1	67.86	23.29	0.69	36.05	0.0	0.005	0.000	0.000	0.000	0.000	0.000
1990-10-06	Perennial Ryegrass	7.6	-1	0	98.3	0.0	97.7	0.0	0.66	0.00	97.68	1	73.13	25.20	0.66	38.86	0.0	0.005	0.000	0.000	0.000	0.000	0.000
1990-10-07	Perennial Ryegrass	7.6	-1	0	108.1	0.0	107.5	0.0	0.66	0.00	107.46	1	80.31	27.81	0.66	42.71	0.0	0.006	0.000	0.000	0.000	0.000	0.000
1990-10-08	Perennial Ryegrass	7.6	-1	0	115.8	0.0	115.1	0.0	0.69	0.04	115.12	1	85.97	29.88	0.72	45.72	0.0	0.006	0.000	0.000	0.000	0.000	0.000
1990-10-09	Perennial Ryegrass	7.6	-1	0	123.8	0.0	123.1	0.0	0.68	0.00	123.08	1	91.77	32.00	0.69	48.83	0.0	0.007	0.000	0.000	0.000	0.000	0.000
1990-10-10	Perennial Ryegrass	7.6	-1	0	132.4	0.0	131.7	0.0	0.65	0.03	131.68	1	98.05	34.31	0.68	52.18	0.0	0.007	0.000	0.000	0.000	0.000	0.000
1990-10-11	Perennial Ryegrass	7.6	-1	0	143.8	0.0	143.2	0.0	0.64	0.01	143.18	1	106.46	37.37	0.65	56.70	0.0	0.007	0.000	0.000	0.000	0.000	0.000
1990-10-12	Perennial Ryegrass	7.6	-1	0	153.1	0.0	152.5	0.0	0.64	0.00	152.47	1	113.23	39.88	0.64	60.32	0.0	0.008	0.001	0.000	0.000	0.000	0.000
1990-10-13	Perennial Ryegrass	7.6	-1	0	164.4	0.0	163.8	0.0	0.63	0.00	163.80	1	121.49	42.94	0.64	64.76	0.0	0.008	0.001	0.000	0.000	0.000	0.000
1990-10-14	Perennial Ryegrass	7.6	-1	0	175.5	0.0	174.7	0.0	0.87	0.00	174.67	1	129.63	45.92	0.87	69.11	0.0	0.009	0.001	0.000	0.000	0.000	0.000
1990-10-15	Perennial Ryegrass	7.6	-1	0	181.4	0.0	180.6	0.0	0.86	0.01	180.57	1	133.94	47.50	0.87	71.33	0.0	0.009	0.001	0.000	0.000	0.000	0.000
1990-10-16	Perennial Ryegrass	7.6	-1	0	195.6	0.0	194.7	0.0	0.86	0.00	194.70	1	144.29	51.27	0.86	76.89	0.0	0.010	0.001	0.000	0.000	0.000	0.000
1990-10-17	Perennial Ryegrass	7.6	-1	0	204.8	0.0	204.0	0.0	0.86	0.00	203.97	1	151.04	53.78	0.86	80.46	0.0	0.010	0.001	0.000	0.000	0.000	0.000
1990-10-18	Perennial Ryegrass	7.6	-1	0	219.4	0.0	218.6	0.0	0.85	0.00	218.56	1	161.71	57.70	0.86	86.18	0.0	0.011	0.001	0.000	0.000	0.000	0.000
1990-10-19	Perennial Ryegrass	7.6	-1	0	224.8	0.0	224.0	0.0	0.79	0.06	223.99	1	165.66	59.18	0.85	88.18	0.0	0.011	0.001	0.000	0.000	0.000	0.000
1990-10-20	Perennial Ryegrass	7.6	-1	0	244.7	0.0	243.9	0.0	0.78	0.01	243.93	1	180.17	64.55	0.79	96.08	0.0	0.012	0.002	0.000	0.000	0.000	0.000
1990-10-21	Perennial Ryegrass	7.6	-1	0	259.4	0.0	258.6	0.0	0.73	0.04	258.59	1	190.78	68.58	0.78	101.81	0.0	0.012	0.002	0.000	0.000	0.000	0.000
1990-10-22	Perennial Ryegrass	7.6	-1	0	283.4	0.0	282.6	0.0	0.80	0.00	282.60	1	208.21	75.19	0.80	111.36	0.0	0.013	0.002	0.000	0.000	0.000	0.000
1990-10-23	Perennial Ryegrass	7.6	-1	0	301.7	0.0	300.9	0.0	0.80	0.00	300.88	1	221.45	80.23	0.80	118.52	0.0	0.014	0.002	0.000	0.000	0.000	0.000
1990-10-24	Perennial Ryegrass	7.6	-1	0	317.9	0.0	317.1	0.0	0.80	0.00	317.13	1	233.19	84.73	0.80	124.84	0.0	0.014	0.003	0.000	0.000	0.000	0.000
1990-10-25	Perennial Ryegrass	7.6	-1	0	338.4	0.0	337.6	0.0	0.79	0.00	337.59	1	248.02	90.36	0.79	132.87	0.0	0.015	0.003	0.001	0.000	0.000	0.000
1990-10-26	Perennial Ryegrass	7.6	-1	0	353.7	0.0	352.9	0.0	0.86	0.00	352.86	1	259.11	94.61	0.86	138.79	0.0	0.016	0.003	0.001	0.000	0.000	0.000
1990-10-27	Perennial Ryegrass	7.6	-1	0	370.4	0.0	369.5	0.0	0.86	0.00	369.51	1	271.17	99.20	0.86	145.22	0.0	0.016	0.003	0.001	0.000	0.000	0.000
1990-10-28	Perennial Ryegrass	7.6	-1	0	388.0	0.0	387.1	0.0	0.85	0.00	387.10	1	283.88	104.08	0.85	152.02	0.0	0.017	0.004	0.001	0.000	0.000	0.000
1990-10-29	Perennial Ryegrass	7.6	-1	0	408.7	0.0	407.8	0.0	0.85	0.00	407.83	1	298.84	109.84	0.85	160.07	0.0	0.017	0.004	0.001	0.000	0.000	0.000
1990-10-30	Perennial Ryegrass	7.6	-1	0	426.8	0.0	425.9	0.0	0.85	0.00	425.94	1	311.88	114.91	9.03	167.02	0.0	0.018	0.004	0.001	0.000	0.000	0.000
1990-10-31	Perennial Ryegrass	7.6	-1	0	442.1	0.0	441.3	0.0	0.84	0.00	441.28	1	322.93	119.20	27.72	172.82	0.0	0.018	0.005	0.001	0.000	0.000	0.000
1990-11-01	Perennial Ryegrass	7.6	-1	0	467.2	0.0	466.4	0.0	0.84	0.00	466.37	1	340.98	126.24	44.47	182.59	0.0	0.019	0.005	0.001	0.000	0.000	0.000
1990-11-02	Perennial Ryegrass	7.6	-1	0	491.8	0.0	491.0	0.0	0.84	0.00	490.95	1	358.62	133.18	70.71	192.12	0.0	0.020	0.005	0.001	0.000	0.000	0.000
1990-11-03	Perennial Ryegrass	7.6	-1	0	523.6	0.0	522.8	0.0	0.84	0.00	522.78	1	381.42	142.20	97.69	204.59	0.0	0.019	0.006	0.002	0.001	0.000	0.000
1990-11-04	Perennial Ryegrass	7.6	-1	0	552.5	0.0	551.7	0.0	0.78	0.06	551.67	1	402.02	150.49	130.40	215.82	0.0	0.019	0.007	0.002	0.001	0.000	0.000
1990-11-05	Perennial Ryegrass	7.6	-1	0	582.1	0.0	581.3	0.0	0.78	0.00	581.28	1	423.10	158.96	160.59	227.32	0.0	0.020	0.008	0.002	0.001	0.000	0.000
1990-11-06	Perennial Ryegrass	7.6	-1	0	610.2	0.0	609.4	0.0	0.77	0.00	609.39	1	443.13	167.04	190.82	238.17	0.0	0.021	0.008	0.003	0.001	0.000	0.000
1990-11-07	Perennial Ryegrass	7.6	-1	0	634.3	0.0	633.5	0.0	0.77	0.00	633.52	1	460.29	174.00	218.46	247.35	0.0	0.022	0.008	0.003	0.001	0.000	0.000
1990-11-08	Perennial Ryegrass	7.6	-1	0	652.1	0.0	651.4	0.0	0.77	0.00	651.37	1	472.97	179.17	240.87	253.94	0.0	0.022	0.009	0.003	0.001	0.000	0.000
1990-11-09	Perennial Ryegrass	7.6	-1	0	685.7	0.0	684.9	0.0	0.75	0.02	684.92	1	496.82	188.87	265.09	266.96	0.0	0.022	0.010	0.004	0.001	0.000	0.000
1990-11-10	Perennial Ryegrass	7.6	-1	0	718.0	0.0	717.2	0.0	0.74	0.01	717.23	1	519.64	198.34	299.11	279.45	0.0	0.022	0.010	0.004	0.001	0.000	0.000
1990-11-11	Perennial Ryegrass	7.6	-1	0	744.0	0.0	743.3	0.0	0.74	0.00	743.28	1	538.04	205.98	329.49	289.35	0.0	0.022	0.011	0.004	0.002	0.000	0.000
1990-11-12	Perennial Ryegrass	7.6	-1	0	760.8	0.0	759.8	0.0	1.00	0.00	759.76	1	549.88	210.88	351.89	295.42	0.0	0.022	0.011	0.005	0.002	0.000	0.000
1990-11-13	Perennial Ryegrass	7.6	-1	0	773.6	0.0	772.6	0.0	1.00	0.00	772.65	1	559.00	214.65	366.86	299.88	0.0	0.022	0.012	0.005	0.002	0.000	0.000
1990-11-14	Perennial Ryegrass	7.6	-1	0	782.0	0.0	781.0	0.0	0.98	0.01	781.04	1	564.93	217.11	377.69	302.47	0.0	0.022	0.012	0.005	0.002	0.001	0.000
1990-11-15	Perennial Ryegrass	7.6	-1	0	798.5	0.0	797.5	0.0	0.96	0.02	797.48	1	576.54	221.92	390.04	308.36	0.0	0.022	0.012	0.005	0.002	0.001	0.000
1990-11-16	Perennial Ryegrass	7.6	-1	0	813.7	0.0	812.8	0.0	0.96	0.00	812.78	1	587.31	226.43	406.06	313.78	0.0	0.022	0.013	0.005	0.002	0.001	0.000
1990-11-17	Perennial Ryegrass	7.6	-1	0	826.8	0.0	825.8	0.0	0.96	0.00	825.82	1	596.50	230.28	420.36	318.27	0.0	0.022	0.013	0.006	0.002	0.001	0.000
1990-11-18	Perennial Ryegrass	7.6	-1	0	841.1	0.0	840.2	0.0	0.95	0.00	840.18	1	606.62	234.51	434.18	323.31	0.0	0.022	0.013	0.006	0.002	0.001	0.000
1990-11-19	Perennial Ryegrass	7.6	-1	0	879.9	0.0	879.0	0.0	0.95	0.00	878.96	1	633.94	245.97	461.45	338.52	0.0	0.023	0.014	0.006	0.002	0.001	0.000
1990-11-20	Perennial Ryegrass	7.6	-1	0	915.9	0.0	915.0	0.0	0.95	0.00	914.97	1	659.21	256.71	499.53	352.52	0.0	0.024	0.015	0.006	0.002	0.001	0.000
1990-11-21	Perennial Ryegrass	7.6	-1	0	947.9	0.0	947.0	0.0	0.94	0.00	946.97	1	681.62	266.30	533.93	364.79	0.0	0.025	0.015	0.006	0.002	0.001	0.000
1990-11-22	Perennial Ryegrass	7.6	-1	0	982.6	0.0	981.6	0.0	0.94	0.00	981.61	1	705.84	276.71	567.92	378.13	0.0	0.026	0.016	0.007	0.002	0.001	0.000
1990-11-23	Perennial Ryegrass	7.6	-1	0	1015.9	0.0	1015.0	0.0	0.94	0.00	1014.96	1	729.14	286.76	602.31	390.89	0.0	0.026	0.016	0.007	0.003	0.001	0.000
1990-11-24	Perennial Ryegrass	7.6	-1	0	1044.9	0.0	1043.9	0.0	0.94	0.00	1043.93	1	749.35	295.51	633.45	401.81	0.0	0.027	0.016	0.007	0.003	0.001	0.000
1990-11-25	Perennial Ryegrass	7.6	-1	0	1068.1	0.0	1067.1	0.0	0.93	0.00	1067.12	1	765.52	302.53	659.17	410.31	0.0	0.028	0.017	0.007	0.003	0.001	0.000
1990-11-26	Perennial Ryegrass	7.6	-1	0	1087.1	0.0	1086.2	0.0	0.93	0.00	1086.21	1	778.82	308.32	679.99	417.07	0.0	0.028	0.017	0.007	0.003	0.001	0.000
1990-11-27	Perennial Ryegrass	7.6	-1	0	1103.0	0.0	1102.1	0.0	0.93	0.00	1102.10	1	789.88	313.14	697.18	422.47	0.0	0.028	0.017	0.007	0.003	0.001	0.000
1990-11-28	Perennial Ryegrass	7.6	-1	0	1114.5	0.0	1113.5	0.0	0.92	0.00	1113.53	1	797.84	316.62	710.31	425.97	0.0	0.028	0.018	0.008	0.003	0.001	0.000
1990-11-29	Perennial Ryegrass	7.6	-1	0	1124.0	0.0	1123.0	0.0	0.92	0.00	1123.05	1	804.46	319.51	720.55	428.64	0.0	0.028	0.018	0.008	0.003	0.001	0.000
1990-11-30	Perennial Ryegrass	7.6	-1	0	1133.9	0.0	1132.9	0.0	0.92	0.00	1132.94	1	811.34	322.52	730.34	431.43	0.0	0.028	0.018	0.008	0.003	0.001	0.000
1990-12-01	Perennial Ryegrass	7.6	-1	0	1143.4	0.0	1142.5	0.0	0.92	0.00	1142.50	1	817.99	325.43	740.04	434.06	0.0	0.028	0.018	0.008	0.003	0.001	0.000
1990-12-02	Perennial Ryegrass	7.6	-1	0	1153.6	0.0	1152.7	0.0	0.90	0.02	1152.70	1	825.08	328.54	750.04	436.93	0.0	0.028	0.018	0.008	0.003	0.001	0.000
1990-12-03	Perennial Ryegrass	7.6	-1	0	1165.1	0.0	1164.2	0.0	0.82	0.07	1164.20	1	833.05	332.05	761.11	440.33	0.0	0.028	0.019	0.008	0.003	0.001	0.000
1990-12-04	Perennial Ryegrass	7.6	-1	0	1201.0	0.0	1200.2	0.0	0.82	0.00	1200.19	1	857.97	343.04	788.65	454.08	0.0	0.029	0.019	0.009	0.003	0.001	0.000
1990-12-05	Perennial Ryegrass	7.6	-1	0	1223.7	0.0	1222.8	0.0	0.82	0.00	1222.83	1	873.64	350.02	816.11	462.12	0.0	0.029	0.020	0.009	0.003	0.001	0.000
1990-12-06	Perennial Ryegrass	7.6	-1	0	1240.0	0.0	1239.2	0.0	0.82	0.00	1239.23	1	884.98	355.07	834.68	467.47	0.0	0.030	0.020	0.009	0.003	0.001	0.000
1990-12-07	Perennial Ryegrass	7.6	-1	0	1252.7	0.0	1251.9	0.0	0.81	0.00	1251.89	1	893.74	358.97	848.62	471.19	0.0	0.030	0.020	0.009	0.003	0.001	0.000
1990-12-08	Perennial Ryegrass	7.6	-1	0	1263.9	0.0	1263.1	0.0	0.81	0.00	1263.06	1	901.46	362.41	860.30	474.25	0.0	0.030	0.020	0.009	0.003	0.001	0.000
1990-12-09	Perennial Ryegrass	7.6	-1	0	1280.2	0.0	1279.4	0.0	0.81	0.00	1279.39	1	912.75	367.45	875.03	479.52	0.0	0.030	0.020	0.009	0.003	0.001	0.000
1990-12-10	Perennial Ryegrass	7.6	-1	0	1298.2	0.0	1297.4	0.0	0.75	0.05	1297.42	1	925.20	373.03	892.59	485.54	0.0	0.030	0.021	0.009	0.004	0.001	0.000
1990-12-11	Perennial Ryegrass	7.6	-1	0	1330.8	0.0	1330.0	0.0	0.75	0.00	1330.00	1	947.63	383.12	920.71	497.81	0.0	0.031	0.021	0.010	0.004	0.001	0.000
